EXP;GIRL;AGE;TIREDNESS;SLEEP;HEIGHT;WEIGHT;DEP1;DEP2;DEP3;DEP4;IG;IGPHOTOS1;IGPHOTOS2;INTER1;INTER2;INTER3;INTER4;INTER5;APP1;APP2;APP3;APP4;APP5;APP6;APP7;APP8;APP9;APP10;SELF1;SELF2;SELF3;SELF4;SELF5;SCHEM1;SCHEM2;SCHEM3;SCHEM4;SCHEM5;SCHEM6;SCHEM7;SCHEM8;SCHEM9;SHCEM10;MEMORY1;MEMORY2;BD1;BD2;BD3;BD4;BD5;BD6;BD7;BD8;BD9;ATT1;ATT2;COM1;COM2;BMI
0;0;18;1;1;180;65;1;1;1;3;3;1;3;1;1;1;1;1;5;5;5;5;5;5;5;4;5;5;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;5;1;5;3;2;3;2;20,0617283950617
1;1;17;4;5;168;73;5;5;5;5;5;2;5;5;5;5;5;4;1;2;1;2;4;2;1;2;1;3;1;2;2;2;1;5;5;5;5;5;4;5;4;5;4;2;2;5;5;5;5;3;2;5;3;2;3;1;4;3;25,8645124716553
1;1;18;4;4;175;90;5;5;5;5;5;2;5;3;5;5;5;2;2;2;2;2;4;2;1;1;1;1;2;2;2;2;2;4;5;4;4;4;4;5;5;5;4;2;2;5;5;5;1;5;5;2;5;2;3;1;3;3;29,3877551020408
1;1;13;3;3;154;48;2;1;2;1;1;1;1;1;2;1;1;1;4;3;4;3;3;3;4;2;3;3;3;3;2;2;3;2;1;3;4;3;3;2;1;2;2;2;2;2;1;2;3;3;1;5;1;3;2;1;3;3;20,2395007589813
1;0;16;3;3;175;60;3;3;2;3;1;1;1;1;1;1;1;1;5;5;5;5;5;5;4;5;5;5;4;4;4;3;4;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;3;3;19,5918367346939
1;1;13;1;3;170;70;3;1;2;1;4;2;4;1;1;3;1;1;5;4;5;5;5;5;5;4;5;5;4;3;4;4;4;3;1;1;3;1;1;1;1;1;1;2;2;4;3;4;3;2;1;3;1;2;2;1;4;4;24,2214532871972
0;1;15;2;1;179;63;3;1;2;3;1;1;1;1;1;1;1;1;5;5;5;5;4;5;5;4;5;3;4;4;4;4;4;1;1;1;5;1;1;1;1;1;3;2;2;1;1;1;1;1;1;1;1;1;2;3;3;4;19,6623076683
1;1;14;2;2;172;44;2;1;1;1;5;5;5;1;1;1;1;1;5;5;5;5;5;5;4;5;5;4;4;4;4;3;3;1;1;2;4;2;2;1;1;1;99;2;2;1;1;1;1;1;2;2;2;2;3;3;4;4;14,8729042725798
1;0;17;4;1;182;65;3;2;3;3;5;2;5;2;4;4;3;2;4;3;3;3;4;4;3;4;3;2;3;3;3;2;3;2;1;1;1;1;3;1;1;1;1;2;2;1;2;2;2;4;1;3;3;3;3;1;2;4;19,6232339089482
0;0;13;3;3;165;63;5;3;3;2;4;2;2;5;4;5;5;5;2;2;4;3;3;3;3;2;3;1;2;2;2;3;2;3;5;5;5;5;4;4;4;5;3;2;2;5;5;4;4;3;4;2;3;3;3;1;3;4;23,1404958677686
1;1;16;4;3;181;70;5;3;5;5;5;3;4;5;5;4;5;5;2;3;2;3;3;3;2;3;3;3;2;2;3;3;2;1;3;3;4;3;2;4;2;4;2;2;2;3;5;4;3;4;2;4;1;3;4;3;4;3;21,3668691431885
0;1;13;1;1;166;65;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;3;5;5;5;5;4;4;4;4;4;4;2;1;1;4;3;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;3;2;4;3;23,5883292204964
0;0;15;4;4;185;75;2;1;1;1;5;2;5;2;4;5;4;2;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;2;2;2;2;5;4;4;4;4;2;2;1;1;4;1;1;1;4;1;1;4;4;1;3;21,9138056975895
0;1;16;3;1;165;54;1;1;2;1;3;1;2;1;1;1;1;1;5;5;5;5;3;5;5;5;5;99;4;4;4;4;4;2;2;2;2;1;2;2;1;2;2;2;2;2;2;1;1;1;2;1;2;1;2;99;3;3;19,8347107438017
0;1;18;4;3;164;61;5;3;4;4;5;2;4;4;5;5;5;4;2;2;2;2;3;2;2;2;3;1;2;1;1;2;2;5;5;5;4;5;4;5;5;5;4;2;2;4;5;4;4;5;4;4;4;4;3;1;2;3;22,6799524092802
1;0;14;2;1;180;56,7;1;1;1;1;4;2;4;4;1;4;4;4;3;3;4;2;4;3;2;99;3;3;2;2;2;3;4;1;1;1;1;1;3;2;1;1;4;2;2;1;1;3;2;5;1;2;1;2;2;1;2;3;17,5
1;1;17;3;3;165;60;3;1;3;3;2;1;2;1;1;1;1;1;4;3;4;4;3;3;4;3;4;4;4;4;4;4;4;2;3;2;3;1;1;3;2;3;2;1;2;1;1;2;2;2;1;5;1;5;2;2;3;4;22,038567493113
1;1;13;3;4;154;36;1;2;2;3;3;2;3;1;2;1;1;1;5;5;5;4;3;5;3;4;4;5;3;4;4;2;4;2;2;1;1;1;2;1;1;1;2;2;2;1;1;1;2;1;1;2;1;2;4;3;4;4;15,179625569236
0;0;16;4;5;177;55;3;2;3;2;3;2;3;4;4;1;4;3;5;5;5;4;5;5;4;5;5;5;4;4;4;3;2;4;4;5;4;5;3;4;3;2;3;2;2;1;1;2;3;2;1;5;1;5;2;1;3;1;17,5556193941715
1;1;15;4;3;163;41;5;5;3;4;5;2;4;5;4;3;5;5;2;2;3;1;2;2;3;1;2;3;2;1;2;2;2;5;5;4;5;4;5;5;5;5;5;2;2;3;4;5;2;5;4;2;1;2;3;2;3;4;15,4315179344349
0;0;18;5;5;181;84;5;5;5;4;5;3;4;5;3;4;5;5;1;3;3;1;2;2;2;99;3;1;2;99;2;2;99;3;3;4;5;3;4;5;2;2;3;2;2;4;3;4;3;3;3;3;3;4;3;2;2;4;25,6402429718263
0;0;15;2;3;170;46;2;1;4;2;4;2;3;3;4;5;4;5;3;4;4;4;3;3;4;3;3;4;3;3;3;3;3;3;3;2;2;4;2;3;1;1;1;2;2;1;1;4;4;3;1;3;1;4;2;1;3;2;15,916955017301
0;1;17;5;5;167;65;5;5;5;5;5;3;5;5;5;5;5;5;2;1;3;2;4;2;2;4;2;2;1;1;2;1;2;5;5;5;5;5;4;4;5;5;5;2;2;5;5;5;4;4;3;4;3;4;4;1;2;4;23,3066800530675
0;1;14;3;3;163;47;5;4;4;5;5;2;3;4;4;3;5;2;5;5;4;5;4;5;4;5;5;5;4;3;2;4;4;3;1;2;4;1;4;3;2;2;1;2;2;1;1;2;3;4;1;5;1;2;99;99;3;4;17,6897888516692
1;0;17;2;2;185;65;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;3;5;5;4;5;5;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;3;4;18,9919649379109
0;0;18;3;3;181;63;3;1;3;3;5;2;5;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;1;1;1;1;1;3;1;1;1;1;2;2;1;1;1;5;1;1;5;1;5;1;2;1;99;19,2301822288697
0;1;17;2;2;165;55;2;2;3;3;5;2;5;4;4;4;4;3;5;4;5;5;5;5;5;5;5;5;3;4;4;3;4;4;4;4;4;3;2;1;1;1;5;2;2;2;1;2;5;5;1;2;1;5;4;3;3;3;20,2020202020202
0;1;13;3;2;166;82;2;2;3;2;3;2;3;3;3;3;3;3;5;5;5;5;5;5;5;5;5;4;4;4;3;3;4;2;2;2;3;2;2;1;2;2;2;2;99;4;4;2;4;2;2;4;2;2;2;1;2;99;29,7575845550878
1;1;17;4;1;150;45;1;1;1;4;4;2;2;5;5;5;5;5;3;3;3;3;2;3;2;3;3;2;3;2;4;4;3;5;5;5;5;5;5;5;5;5;5;2;2;5;5;1;5;5;5;1;5;5;4;1;4;4;20
1;0;14;3;3;169;55;2;2;2;2;1;1;1;1;2;1;1;1;5;5;5;5;3;5;5;5;5;5;4;4;4;2;4;3;2;3;5;2;3;3;1;3;3;2;2;1;1;1;1;3;1;1;1;1;1;4;2;3;19,2570288155177
0;0;18;3;2;178;52;2;1;3;2;1;1;1;2;4;3;2;2;5;5;5;5;5;5;5;5;5;1;4;4;4;4;4;1;1;1;1;1;1;1;1;2;3;2;2;1;1;1;1;99;1;1;1;1;2;2;3;3;16,4120691831839
1;0;15;3;3;170;55;3;3;3;3;2;1;2;4;4;3;2;4;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;5;3;1;99;4;1;4;1;3;1;2;2;1;1;1;1;1;1;1;1;1;4;2;4;4;19,0311418685121
0;0;16;3;2;175;80;2;3;2;3;5;3;5;3;1;2;2;2;5;3;4;99;4;4;3;4;5;2;3;4;3;3;4;3;5;2;5;2;5;4;3;4;4;2;2;2;2;2;3;2;1;2;2;2;2;4;3;2;26,1224489795918
1;1;13;2;1;160;70;2;1;1;3;2;1;2;4;4;4;4;2;5;3;4;5;5;5;5;5;5;5;3;3;4;4;4;2;2;1;4;2;4;2;2;2;2;2;2;3;4;1;1;1;4;1;2;2;2;1;2;4;27,34375
0;1;16;3;3;185;120;4;3;2;4;4;3;2;4;3;3;3;4;1;2;4;2;3;2;4;2;3;5;2;2;3;2;2;2;2;1;1;2;2;5;2;2;1;2;2;4;3;4;3;1;4;3;3;3;2;1;3;1;35,0620891161432
1;0;14;3;3;164;58;3;4;4;3;1;1;1;4;5;5;4;4;2;2;2;2;3;1;2;3;2;1;2;2;2;3;2;4;4;4;4;4;3;4;99;4;99;2;2;5;5;4;4;2;3;4;2;3;3;1;3;4;21,5645449137418
1;0;13;3;1;170;55;1;1;1;1;5;3;5;1;1;1;1;1;4;4;4;4;4;5;4;4;4;5;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;5;2;1;2;1;2;3;2;2;2;19,0311418685121
0;0;13;3;3;168;49;2;2;2;2;4;4;3;2;1;1;2;1;3;3;3;3;3;3;4;2;3;3;3;3;3;3;3;3;4;3;3;1;1;4;4;2;1;2;2;1;1;2;3;5;1;5;1;5;2;2;3;1;17,3611111111111
0;1;14;4;4;163;68;3;1;4;3;5;2;5;5;5;5;5;5;4;5;4;3;4;3;2;1;5;1;2;2;3;2;2;5;5;5;4;5;5;5;4;5;5;2;2;5;5;3;2;5;2;2;5;2;3;1;4;2;25,5937370619895
0;0;18;3;3;189;82;5;3;5;5;4;2;4;4;1;4;4;4;5;5;3;5;4;5;2;5;5;5;3;4;4;4;4;1;2;1;3;2;3;1;1;1;3;2;2;4;1;2;3;99;4;1;1;4;2;2;1;99;22,9556843313457
0;0;14;3;2;165;45;3;2;3;3;3;1;3;1;2;3;1;1;3;4;3;3;2;3;3;3;4;3;3;2;3;2;3;1;3;1;2;1;1;1;1;2;1;2;2;2;2;2;2;99;2;4;2;4;1;1;1;1;16,5289256198347
0;1;18;5;5;168;68;3;2;5;3;5;3;4;1;1;2;2;1;5;5;3;4;5;5;5;2;4;3;3;3;3;2;4;2;3;4;5;4;3;2;2;3;4;2;2;4;4;2;4;3;4;3;4;3;2;1;2;2;24,092970521542
1;1;16;3;2;163;65;4;2;4;3;4;1;4;5;5;5;5;5;5;3;4;3;4;3;2;2;3;3;3;2;2;2;3;5;5;5;5;5;5;5;4;5;5;2;2;5;4;3;4;2;5;4;3;4;4;1;3;4;24,4646016033724
0;0;17;3;3;181;63;99;1;3;99;5;2;4;1;2;3;1;1;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;1;1;1;1;1;3;1;1;1;1;2;2;1;1;1;5;1;1;5;1;5;1;99;2;99;19,2301822288697
1;1;17;4;4;154;52;4;3;4;4;5;3;3;5;5;5;5;4;4;2;3;3;4;3;2;2;3;2;2;2;3;3;2;5;5;5;5;5;5;5;5;5;5;2;2;5;5;4;4;3;5;5;2;4;3;1;3;4;21,9261258222297
0;0;17;3;3;180;67;3;3;4;3;99;99;99;4;4;3;4;4;2;2;3;2;3;2;2;2;2;2;2;2;2;3;2;4;4;4;3;4;4;5;4;4;4;2;2;4;4;5;4;4;2;4;4;2;4;1;3;4;20,679012345679
0;1;17;3;3;173;67;4;3;5;4;4;2;4;4;5;5;5;5;4;2;2;3;3;3;2;3;4;3;2;2;2;2;2;5;4;5;5;5;5;5;5;5;5;2;2;4;4;4;2;4;4;2;5;4;4;1;3;4;22,3863142771225
0;1;14;2;2;163;52;2;1;1;2;1;1;1;1;1;1;1;1;5;5;4;5;4;5;5;3;5;4;2;4;3;2;4;2;1;1;1;4;4;1;1;99;4;2;2;2;1;1;1;99;1;99;99;99;2;2;2;3;19,5716812826979
0;1;16;3;5;163;58;5;2;5;5;5;2;4;5;5;5;5;5;5;3;5;3;4;3;3;3;3;3;3;3;4;4;4;5;5;5;5;5;3;5;4;5;4;2;2;3;5;3;2;4;5;3;2;4;4;1;3;4;21,8299521999323
0;1;14;4;3;159;54;4;4;4;4;2;99;2;2;1;1;2;1;5;4;5;4;5;4;5;4;4;4;3;4;4;4;4;1;2;1;1;1;2;1;2;2;2;1;2;1;1;5;5;4;2;4;2;4;4;4;4;4;21,3599145603418
1;0;14;3;3;172;57;5;3;4;4;4;3;4;4;5;4;5;5;3;3;4;3;4;3;4;4;3;3;2;2;4;3;3;5;4;4;4;4;4;5;5;4;4;2;2;1;3;3;5;4;1;5;3;5;3;2;3;4;19,2671714440238
0;0;14;3;1;190;100;1;2;1;3;2;1;2;4;4;4;5;4;5;5;5;4;2;4;4;2;5;4;2;4;4;3;2;3;1;2;5;4;1;2;2;1;4;2;2;5;5;4;4;4;5;5;5;5;2;1;4;4;27,7008310249308
1;1;13;3;1;158;68;1;1;1;1;4;99;3;2;1;5;2;2;5;5;5;5;5;5;5;4;4;4;3;4;4;3;3;2;2;1;2;2;1;2;1;2;1;1;1;3;2;1;1;2;2;1;2;2;2;2;1;3;27,2392244832559
0;1;18;4;3;158;75;4;3;3;3;4;2;3;4;4;4;4;4;3;1;2;1;2;2;2;1;3;2;2;2;2;2;2;4;4;4;2;4;2;3;2;4;4;2;2;5;5;4;4;4;2;4;2;4;3;1;2;3;30,0432622977087
0;1;18;4;2;172;56;4;1;2;2;4;2;4;4;2;4;4;4;5;4;5;4;5;4;5;3;4;3;2;4;4;4;4;5;5;2;5;5;5;5;4;4;5;2;2;4;4;4;1;4;1;4;2;2;3;2;1;3;18,9291508923743
1;1;13;1;1;158;45;2;1;3;1;5;5;5;5;5;5;5;5;2;3;4;5;3;3;4;4;4;4;4;4;4;4;4;2;4;4;4;2;2;4;5;3;3;2;2;2;3;2;1;3;2;3;1;5;3;2;3;3;18,0259573786252
0;0;14;4;3;179;90;4;3;4;4;5;3;3;4;5;5;5;4;2;3;3;2;2;2;3;2;2;2;2;2;2;3;2;3;4;4;4;4;3;4;4;4;4;2;2;5;5;4;4;3;5;4;5;2;4;2;4;1;28,0890109547143
0;0;14;2;1;182;65;2;2;3;3;1;1;1;3;3;3;3;3;4;4;5;4;4;4;5;4;5;4;4;4;4;3;4;1;1;2;3;1;3;1;1;1;1;2;2;1;1;2;1;2;2;2;1;2;99;4;3;3;19,6232339089482
1;1;18;4;3;172;64;4;2;3;3;5;2;5;5;5;5;5;5;2;2;2;2;3;2;2;1;2;3;1;2;2;2;3;5;5;5;5;4;4;4;5;5;3;2;2;5;5;4;4;4;4;4;3;4;4;1;2;4;21,6333153055706
0;1;18;3;3;168;60;3;2;3;3;5;3;3;2;3;2;2;3;5;5;5;5;5;5;5;5;5;5;3;3;3;3;3;3;3;1;1;1;1;3;1;1;4;2;2;1;1;2;5;2;1;5;1;5;2;2;1;2;21,2585034013605
1;0;16;4;2;172;51;3;2;3;3;3;2;3;4;4;3;4;4;4;5;5;5;2;5;4;4;4;5;4;4;3;4;4;1;2;3;3;3;2;1;1;2;4;2;2;1;1;2;3;3;1;5;1;3;4;2;3;4;17,2390481341266
0;0;16;2;1;181;78;1;1;3;1;1;1;1;1;1;1;1;1;4;4;4;4;4;5;5;4;4;3;3;4;3;4;4;1;1;3;3;3;5;1;3;3;3;2;2;1;1;5;5;5;1;5;1;5;99;99;99;99;23,8087970452672
0;0;13;3;2;153;36;3;2;3;2;4;3;2;3;4;5;4;3;99;99;2;2;99;3;99;99;4;1;2;3;2;2;99;1;2;1;4;2;2;2;3;4;3;2;2;1;1;3;5;5;1;5;1;5;2;2;3;2;15,3787004998078
1;1;15;3;3;165;64;99;99;99;99;5;3;5;4;4;4;4;4;2;2;3;2;3;2;2;2;2;2;1;1;2;2;2;1;4;4;2;2;4;2;2;2;4;2;2;4;4;5;4;5;4;4;2;5;3;1;3;3;23,5078053259871
0;1;15;3;4;155;52;2;1;1;2;5;2;4;1;2;1;1;2;3;5;5;3;5;4;4;4;4;4;4;3;3;4;4;3;4;4;4;4;2;2;3;3;2;2;2;2;2;2;4;3;1;3;1;5;4;2;4;4;21,6441207075963
0;0;15;2;2;176;64;2;1;1;2;5;1;5;1;4;5;5;1;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;1;4;1;5;1;1;1;5;5;1;2;2;1;1;1;1;1;1;1;1;1;2;1;1;2;20,6611570247934
0;1;17;4;2;174;53;3;4;3;3;5;2;5;5;99;4;4;5;2;2;3;2;2;3;2;1;3;1;1;1;2;2;2;5;5;5;4;5;4;5;5;5;1;2;2;2;4;4;4;4;4;1;1;1;4;1;4;4;17,5056150085877
1;1;16;4;3;180;70;5;3;4;4;4;2;4;4;5;5;5;4;3;2;4;3;3;3;1;2;3;1;1;1;3;4;4;4;4;2;4;1;2;4;2;4;2;2;2;4;4;4;2;5;2;2;1;1;4;2;3;4;21,6049382716049
1;1;15;3;3;150;50;4;5;3;1;4;1;1;1;2;2;1;1;4;3;4;4;3;3;2;3;3;4;2;3;3;2;2;3;3;2;1;2;1;1;3;3;2;1;2;2;3;2;2;2;3;2;2;5;2;1;2;1;22,2222222222222
0;1;17;4;5;163;85;5;3;5;4;5;4;5;5;5;5;5;5;2;2;3;3;2;3;2;3;2;3;2;2;2;2;2;4;5;4;4;5;5;5;5;5;4;2;2;4;4;3;4;4;2;4;2;4;3;2;2;3;31,9921713274869
1;0;16;3;2;180;70;1;1;2;3;5;2;3;3;3;3;3;3;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;3;3;3;3;3;3;3;5;3;3;2;2;1;1;1;1;1;1;3;1;3;2;4;3;4;21,6049382716049
0;0;17;4;3;185;105;4;2;3;3;5;2;3;5;4;4;5;5;3;2;2;3;2;3;4;1;3;2;3;2;2;3;3;4;2;4;3;3;3;4;3;3;3;2;2;4;5;2;4;4;2;4;2;4;4;1;1;1;30,6793279766253
0;0;15;3;3;165;53;3;2;3;3;1;1;1;2;3;3;3;3;4;5;5;4;4;5;4;5;5;4;4;4;4;4;4;1;1;1;4;1;1;1;1;1;3;2;2;3;3;3;3;3;3;3;2;4;2;1;1;3;19,4674012855831
1;1;14;3;3;161;53;5;4;4;5;5;2;5;5;5;5;5;5;3;1;3;2;2;2;3;2;5;1;2;2;3;2;2;5;5;5;5;4;5;4;4;5;5;2;2;4;5;5;4;3;2;1;4;2;4;1;3;3;20,4467420238417
1;1;15;3;3;163;51;2;2;2;3;3;2;2;1;2;2;2;1;5;5;5;5;4;5;4;4;5;4;4;4;4;4;4;1;2;1;99;2;2;1;2;1;2;2;2;1;1;1;3;2;1;2;1;2;2;3;3;4;19,1953027964922
0;1;15;1;1;180;30;1;1;1;1;2;2;2;4;4;3;3;3;5;3;5;3;5;5;5;3;3;3;2;2;2;2;2;4;4;5;5;5;5;5;4;4;4;2;1;3;3;3;2;2;3;3;3;3;2;2;2;2;9,25925925925926
1;0;18;2;1;175;74;2;1;3;2;3;3;3;5;5;5;5;4;2;3;3;3;2;3;2;2;3;2;2;2;3;3;3;4;3;5;2;5;4;5;2;4;4;2;2;5;5;5;5;5;5;5;5;5;4;1;3;4;24,1632653061224
1;0;13;1;1;162;45;3;1;1;1;4;1;1;5;5;1;1;5;5;4;5;5;5;5;5;5;5;5;4;4;2;2;2;1;1;4;4;4;4;4;1;4;1;2;2;1;1;5;2;2;1;2;1;2;4;1;3;1;17,1467764060357
1;0;14;3;1;158;50;1;1;1;1;2;1;2;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;1;1;1;5;1;5;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;2;2;2;2;20,0288415318058
0;0;17;3;2;185;69;1;1;1;1;5;2;3;1;1;1;1;1;5;5;5;5;4;5;5;5;5;5;4;4;4;4;4;1;1;1;4;3;1;1;1;1;1;2;2;1;1;5;1;2;1;1;1;1;2;2;2;2;20,1607012417823
0;0;17;2;2;180;80;2;1;2;2;2;2;2;1;1;1;1;1;4;4;4;3;3;4;3;3;5;3;3;3;3;3;4;1;1;1;2;2;3;4;1;1;1;2;2;1;1;2;2;3;1;2;2;2;3;3;2;3;24,6913580246914
1;1;13;3;3;160;50;1;2;3;3;4;1;4;1;1;1;2;1;5;5;3;5;5;5;5;4;5;4;3;4;3;4;4;3;1;99;5;3;3;1;1;3;3;2;2;4;4;3;5;3;4;2;4;5;4;1;3;3;19,53125
1;0;18;2;2;183;75;1;1;1;2;2;2;2;4;4;4;4;3;5;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;1;2;2;3;2;4;1;2;1;2;2;1;1;2;1;1;1;2;1;1;4;3;3;4;22,3954134193317
1;0;16;4;3;172;65;3;3;3;3;1;1;1;4;4;4;4;4;3;2;2;2;4;3;3;3;2;2;2;3;3;3;3;5;4;4;4;5;4;4;4;4;5;2;2;1;1;4;2;3;3;4;2;4;3;1;2;3;21,9713358572201
1;0;14;1;4;168;57;1;1;2;1;5;1;5;3;1;4;4;3;5;5;5;5;2;5;5;5;5;5;3;99;2;3;1;1;3;1;3;1;3;1;1;3;1;2;2;1;1;2;5;3;1;5;1;5;1;1;2;3;20,1955782312925
1;1;13;3;3;152;48;4;3;3;3;3;3;3;4;4;4;4;3;4;5;5;5;5;5;4;4;4;3;3;3;3;3;3;4;4;5;4;5;4;3;5;5;4;2;2;4;4;3;1;3;4;2;3;2;3;2;3;3;20,7756232686981
0;0;18;3;3;185;67;2;3;3;3;2;2;2;1;1;1;1;1;5;4;5;4;3;5;5;4;4;2;3;3;1;2;3;1;1;1;4;1;1;1;1;1;1;2;2;1;1;2;2;1;1;2;1;2;1;2;3;2;19,5763330898466
0;0;14;2;1;170;60;2;1;2;1;2;1;1;1;1;1;1;1;5;5;5;5;5;5;5;4;5;5;4;4;4;3;4;1;1;2;5;1;3;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;99;99;2;3;20,7612456747405
1;1;18;4;2;162;56;4;3;4;5;4;1;5;5;5;5;5;5;3;3;2;3;3;2;3;3;2;2;99;2;2;99;2;5;5;5;5;5;3;4;5;5;5;2;2;5;3;4;3;4;3;3;3;3;4;99;3;4;21,3382106386222
1;0;18;4;5;178;69;4;3;3;4;2;2;2;5;5;5;4;4;2;2;3;3;3;2;2;3;3;3;2;2;2;2;2;4;4;5;4;4;4;3;5;4;4;2;2;5;5;3;4;5;4;4;3;4;3;2;3;4;21,7775533392248
0;1;17;5;5;166;48;4;3;2;3;5;2;5;4;5;4;4;1;4;3;4;3;2;1;3;3;4;2;2;2;2;3;1;1;2;5;2;5;1;2;1;2;1;2;2;3;2;4;2;5;1;4;1;5;3;2;2;3;17,4190738859051
1;1;14;4;3;160;74;3;3;3;3;4;2;4;2;3;5;3;3;3;2;3;1;4;2;2;2;2;2;2;2;2;3;3;4;5;4;3;4;4;4;4;5;4;2;2;5;5;4;4;4;5;4;4;4;3;1;2;2;28,90625
1;0;15;4;3;165;69;3;3;3;3;1;1;1;2;2;3;3;2;5;5;5;5;5;5;5;5;5;5;3;4;4;2;4;2;2;4;5;4;4;2;2;2;4;2;2;3;2;2;2;2;1;2;2;2;2;2;2;2;25,3443526170799
1;0;13;3;2;170;64;3;2;3;2;1;1;1;1;1;1;1;1;4;4;4;4;5;5;5;5;5;4;3;3;4;2;4;3;1;1;1;1;1;1;2;1;1;2;2;1;1;1;5;1;1;1;1;5;1;2;3;4;22,1453287197232
1;1;14;3;3;165;61;3;4;4;2;5;2;2;2;4;2;4;1;2;3;2;3;2;3;2;1;3;3;2;1;1;2;2;3;1;3;1;4;2;1;2;5;3;2;2;4;4;3;4;3;1;3;1;3;2;1;4;3;22,4058769513315
0;1;14;3;2;162;48;2;1;1;2;3;2;3;2;2;1;1;1;4;4;4;4;3;4;3;4;5;4;3;4;4;4;4;1;1;2;3;1;3;1;1;2;3;2;2;1;1;5;2;2;1;2;1;2;2;3;3;99;18,2898948331047
0;0;17;4;3;184;65;4;4;4;4;4;1;4;4;5;3;5;4;2;2;3;2;3;2;2;3;3;2;1;1;2;1;2;4;4;3;3;3;5;3;4;5;5;2;2;2;2;5;3;3;3;3;3;3;3;1;2;99;19,1989603024575
1;1;14;3;4;161;40;3;2;3;2;2;1;2;1;2;1;1;1;5;5;4;5;3;5;4;4;5;5;4;4;2;3;4;3;1;2;5;3;1;1;3;1;1;2;2;2;2;1;1;1;1;3;1;2;2;2;4;3;15,4315034142201
1;1;17;3;2;168;64;5;3;3;4;5;3;5;5;5;5;5;5;3;2;3;2;3;2;3;2;2;2;2;2;2;2;4;5;5;5;5;5;4;4;4;5;3;2;2;4;5;4;2;4;2;3;2;3;2;2;3;4;22,6757369614513
1;0;18;3;3;183;83;3;3;2;3;3;4;5;3;4;3;3;3;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;2;2;3;3;2;2;2;3;3;3;3;4;2;3;4;24,7842575173938
1;0;17;3;4;165;63;2;2;3;2;3;2;2;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;2;3;2;3;2;3;2;2;2;3;2;2;2;2;4;2;2;2;2;2;2;1;1;1;1;23,1404958677686
0;0;17;3;2;183;74;1;99;1;99;1;1;1;1;1;1;1;1;5;4;5;5;4;5;5;5;5;5;4;4;4;4;4;1;1;3;5;3;1;1;1;1;1;2;2;1;1;1;1;1;1;2;1;2;3;2;2;3;22,096807907074
